window_id,sub_ID,anchor_date,obs_start,obs_end,target_start,target_end,performance_mean_30d,performance_std_30d,performance_trend_30d,attendance_rate_30d,positive_behavior_count_30d,negative_behavior_count_30d,idea_count_30d,feat_count_30d,teamwork_count_30d,sacrifice_count_30d,lapse_count_30d,slip_count_30d,disruption_count_30d,sabotage_count_30d,n_efficacy_obs,split
98000248_2021-05-30,98000248,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.8550000000000001,0.2910507280798134,0.12450592885375475,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20,train
98000249_2021-05-30,98000249,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6052631578947368,0.21206310436735132,0.03436185133239813,0.95,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19,train
98000250_2021-05-30,98000250,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.52,0.15761378513048246,0.1351778656126483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000251_2021-05-30,98000251,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.3157894736842105,0.4462973073520695,-0.312291933418694,0.95,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,19,train
98000254_2021-05-30,98000254,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.8799999999999999,0.3562967420859369,0.16363636363636397,1.0,6.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,20,train
98000255_2021-05-30,98000255,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.63,0.32134585401827864,0.5288537549407115,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20,train
98000256_2021-05-30,98000256,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.8842105263157893,0.3847988766077631,0.4805332204824378,0.95,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,19,train
98000258_2021-05-30,98000258,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.7277777777777777,0.29466941707526606,0.7001499250374813,0.9,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18,train
98000259_2021-05-30,98000259,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5714285714285714,0.2101020160371079,-0.13363735862823803,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,21,train
98000261_2021-05-30,98000261,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.595,0.3235900590497018,0.13399209486166022,1.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,20,train
98000266_2021-05-30,98000266,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.9349999999999999,0.4965936600057382,0.34743083003952585,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20,train
98000268_2021-05-30,98000268,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.7473684210526317,0.42735416102732454,-0.35427769985974655,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,train
98000269_2021-05-30,98000269,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.53,0.17501879598308412,0.12569169960474347,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,20,train
98000270_2021-05-30,98000270,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6833333333333333,0.33475188353377755,0.10697724001918889,0.9,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18,train
98000271_2021-05-30,98000271,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5842105263157894,0.17082531003837692,0.11538461538461532,0.95,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19,train
98000272_2021-05-30,98000272,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.8210526315789474,0.4391645444204523,-0.3256410256410251,0.95,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19,train
98000273_2021-05-30,98000273,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.7150000000000001,0.21830688201896456,-0.06996047430829996,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20,train
98000274_2021-05-30,98000274,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.8222222222222223,0.35239609324728294,-0.39460473606815094,0.9,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18,train
98000275_2021-05-30,98000275,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.735,0.36602415796027227,0.46363636363636374,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20,train
98000276_2021-05-30,98000276,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.485,0.1899445902583726,-0.027272727272727004,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,20,train
98000277_2021-05-30,98000277,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6578947368421052,0.21683529200674215,0.3471190781049939,0.95,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,train
98000279_2021-05-30,98000279,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6235294117647059,0.5166350401452483,0.28052822925577425,0.85,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17,train
98000281_2021-05-30,98000281,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.9789473684210527,0.3292735225182537,0.21071279699874937,0.95,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,train
98000282_2021-05-30,98000282,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6722222222222222,0.2906494868101551,0.5515361744301289,0.9,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,18,train
98000283_2021-05-30,98000283,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5700000000000001,0.1866604008973459,0.225296442687747,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20,train
98000284_2021-05-30,98000284,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5944444444444446,0.441217862981973,0.20402375729038477,0.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,train
98000285_2021-05-30,98000285,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6722222222222222,0.47873062001082367,-0.12495041650138912,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,train
98000286_2021-05-30,98000286,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.525,0.17733405882980469,-0.017786561264821955,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000287_2021-05-30,98000287,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.43333333333333335,0.16803361008336115,-0.2214061324720147,0.9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,train
98000288_2021-05-30,98000288,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.605,0.5306153329663094,-0.0652173913043477,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20,train
98000289_2021-05-30,98000289,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.8300000000000001,0.584987629198934,-0.5122529644268775,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20,train
98000291_2021-05-30,98000291,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.715,0.22542357790099113,0.3071146245059288,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20,train
98000292_2021-05-30,98000292,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.41,0.15183093090324964,-0.22766798418972342,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,20,train
98000293_2021-05-30,98000293,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6157894736842106,0.34199278402838473,0.08181818181818212,0.95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19,train
98000294_2021-05-30,98000294,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.7749999999999999,0.6616367265310601,-0.16482213438735185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000296_2021-05-30,98000296,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5631578947368421,0.245425993180541,-0.03543505674653191,0.95,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,19,train
98000297_2021-05-30,98000297,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6277777777777778,0.4429919074490633,-0.12477064220183534,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,train
98000298_2021-05-30,98000298,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.325,0.3024026594146497,0.1766798418972332,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,20,train
98000299_2021-05-30,98000299,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.41500000000000004,0.16944180805158293,0.10553359683794475,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,train
98000301_2021-05-30,98000301,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.4315789473684211,0.13764944032233706,0.19508632138114218,0.95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,train
98000302_2021-05-30,98000302,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5666666666666667,0.6842772056101585,-0.8430400288496213,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,train
98000303_2021-05-30,98000303,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.38,0.2627786741327145,-0.1565217391304347,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20,train
98000304_2021-05-30,98000304,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.75,0.25029394483992096,0.18271063667556187,0.9,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18,train
98000305_2021-05-30,98000305,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6166666666666667,0.41052333887941844,-0.17707884532529056,0.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,train
98000306_2021-05-30,98000306,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5,0.2513123449750173,0.03794466403162076,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20,train
98000308_2021-05-30,98000308,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6749999999999999,0.26332889181242136,0.09130434782608728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000309_2021-05-30,98000309,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.3263157894736842,0.3633824206338702,-0.6702664796633935,0.95,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19,train
98000310_2021-05-30,98000310,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5578947368421052,0.22439001134850556,0.1473202015574897,0.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19,train
98000311_2021-05-30,98000311,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5999999999999999,0.2316985337163699,-0.05691699604743084,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000312_2021-05-30,98000312,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.7315789473684212,0.721920764795746,0.4026677782409341,0.95,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19,train
98000313_2021-05-30,98000313,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.685,0.5958408477013587,0.08418972332015849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000316_2021-05-30,98000316,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.4105263157894737,0.14867838833500563,-0.15558343789209528,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,train
98000317_2021-05-30,98000317,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.29,0.21980852911951396,0.2513833992094862,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000319_2021-05-30,98000319,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.7647058823529411,0.30810139660221486,0.34036759700476515,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,train
98000321_2021-05-30,98000321,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6099999999999999,0.6711341539748806,0.11146245059288534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000322_2021-05-30,98000322,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5842105263157894,0.5112763526430004,-0.31025641025641043,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,train
98000323_2021-05-30,98000323,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.4444444444444444,0.3697729386309805,0.2924647632815325,0.9,5.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,18,train
98000324_2021-05-30,98000324,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.40499999999999997,0.28186409565791215,0.19565217391304351,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20,train
98000326_2021-05-30,98000326,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.285,0.24121403467940206,0.11501976284584974,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20,train
98000327_2021-05-30,98000327,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.431578947368421,0.4137264683861486,0.5435897435897434,0.95,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19,train
98000328_2021-05-30,98000328,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6210526315789473,0.5462792808001956,0.7307692307692311,0.95,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,19,train
98000329_2021-05-30,98000329,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.41,0.21001253095445216,0.22292490118577069,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000330_2021-05-30,98000330,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5111111111111111,0.23235087282938094,0.2132075471698116,0.9,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,18,train
98000331_2021-05-30,98000331,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.594736842105263,0.21206310436735126,0.13562412342216032,0.95,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,train
98000332_2021-05-30,98000332,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.905,0.5185759853980696,-0.20039525691699556,1.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,20,train
98000333_2021-05-30,98000333,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.7500000000000001,0.49150681314547523,0.33675889328063296,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20,train
98000334_2021-05-30,98000334,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.845,0.2799906013460189,0.42094861660079075,1.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20,train
98000335_2021-05-30,98000335,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.54,0.3250910803548996,0.6901185770750989,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000337_2021-05-30,98000337,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6250000000000001,0.5118336489627526,0.9592885375494071,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,20,train
98000339_2021-05-30,98000339,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.7350000000000001,0.22070461326349633,0.02252964426877492,1.0,5.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,20,train
98000340_2021-05-30,98000340,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.3947368421052631,0.19571431620413327,0.23795712484237094,0.95,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19,train
98000343_2021-05-30,98000343,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.75,0.25235730725761796,0.10434782608695663,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20,train
98000344_2021-05-30,98000344,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.77,0.3908156113888789,0.17312252964426894,1.0,4.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,20,train
98000345_2021-05-30,98000345,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.865,0.2700389835404861,0.058102766798419296,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000346_2021-05-30,98000346,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.475,0.1446411166701189,-0.15296442687747036,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000347_2021-05-30,98000347,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5700000000000001,0.22964503501113007,0.1849802371541503,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20,train
98000348_2021-05-30,98000348,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,1.01,0.3385728561881009,0.1826086956521745,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,20,train
98000349_2021-05-30,98000349,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5894736842105263,0.33482124060145096,-0.5095371669004204,0.95,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19,train
98000351_2021-05-30,98000351,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6263157894736843,0.28055917431514815,-0.03873744619799204,0.95,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19,train
98000352_2021-05-30,98000352,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.37,0.15252264715358452,0.06877470355731227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000353_2021-05-30,98000353,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.8263157894736842,0.20774478269463736,-0.14583866837387935,0.95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19,train
98000355_2021-05-30,98000355,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.7052631578947368,0.299023752699284,-0.10639899623588428,0.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19,train
98000356_2021-05-30,98000356,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.7399999999999999,0.29451119181664925,0.10434782608695695,1.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,20,train
98000357_2021-05-30,98000357,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5611111111111111,0.26153143751843205,0.24213599547937484,0.9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18,train
98000358_2021-05-30,98000358,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.4,0.37975061068520943,0.016600790513834313,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,20,train
98000359_2021-05-30,98000359,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5249999999999999,0.46211755168890456,-0.26205533596837915,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20,train
98000360_2021-05-30,98000360,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.48888888888888893,0.2609685328988894,0.25831231368952084,0.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,train
98000361_2021-05-30,98000361,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.7105263157894738,0.7680384371473036,-1.6512060939483724,0.95,5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,19,train
98000362_2021-05-30,98000362,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5263157894736842,0.25351332479369443,-0.008233731739707588,0.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19,train
98000363_2021-05-30,98000363,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.625,0.22912878474779202,0.19565217391304332,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20,train
98000364_2021-05-30,98000364,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5200000000000001,0.18238190122579828,0.1233201581027668,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,20,train
98000365_2021-05-30,98000365,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.75,0.3137212977016048,0.3438735177865617,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20,train
98000367_2021-05-30,98000367,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.845,0.3347819400272677,0.3569169960474306,1.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,20,train
98000368_2021-05-30,98000368,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6900000000000001,0.3640416401862206,0.026086956521739334,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20,train
98000370_2021-05-30,98000370,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.48500000000000004,0.2497893849668261,-0.020158102766798337,1.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20,train
98000371_2021-05-30,98000371,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.9500000000000002,0.5296473504035243,0.25612648221343914,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000373_2021-05-30,98000373,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5388888888888889,0.2379789632049534,0.1441340782122904,0.9,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,18,train
98000375_2021-05-30,98000375,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.4894736842105263,0.18225359878204284,0.42092538557732395,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,train
98000376_2021-05-30,98000376,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.35555555555555557,0.25256850491144495,0.31963552708737436,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18,train
98000377_2021-05-30,98000377,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6578947368421052,0.5620555424053196,0.00358565737051902,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,train
98000378_2021-05-30,98000378,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6263157894736842,0.4942357796112633,-0.322446406052963,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,train
98000379_2021-05-30,98000379,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.47777777777777775,0.19267636857314893,0.414557774241569,0.9,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18,train
98000381_2021-05-30,98000381,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6105263157894737,0.5586638194459121,-0.02816901408450666,0.95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19,train
98000383_2021-05-30,98000383,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5473684210526316,0.22698120590977858,0.3641319942611189,0.95,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19,train
98000384_2021-05-30,98000384,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.7150000000000001,0.5556172480366223,0.3616600790513836,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,20,train
98000385_2021-05-30,98000385,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5263157894736843,0.1995609215340237,0.07285531370038455,0.95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19,train
98000386_2021-05-30,98000386,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.605263157894737,0.4971850585608344,-0.22443559096945517,0.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19,train
98000387_2021-05-30,98000387,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.26999999999999996,0.31805328914639774,0.002371541501976237,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000388_2021-05-30,98000388,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.6666666666666666,0.5759901959949951,0.7026279391424621,0.9,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,18,train
98000389_2021-05-30,98000389,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.54,0.19029063643750177,-0.14466403162055325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,train
98000390_2021-05-30,98000390,2021-05-30,2021-05-01,2021-05-30,2021-05-31,2021-06-29,0.5850000000000001,0.6547598997463034,0.4588932806324106,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20,train
