window_id,sub_ID,anchor_date,obs_start,obs_end,target_start,target_end,future_actual_efficacy_mean_30d,n_target_efficacy_obs,audit_sub_age,audit_sub_sex,audit_sup_ID,split
98000304_2021-04-30,98000304,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7568888888888889,18,20,F,98000553.0,train
98000305_2021-04-30,98000305,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6436111111111109,18,22,M,98000553.0,train
98000306_2021-04-30,98000306,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5095999999999999,20,50,F,98000553.0,train
98000308_2021-04-30,98000308,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.66855,20,40,F,98000015.0,train
98000309_2021-04-30,98000309,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.33821052631578946,19,19,M,98000015.0,train
98000310_2021-04-30,98000310,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.581421052631579,19,41,M,98000015.0,train
98000311_2021-04-30,98000311,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5922499999999999,20,62,F,98000015.0,train
98000312_2021-04-30,98000312,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.659,19,39,M,98000015.0,train
98000313_2021-04-30,98000313,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7040499999999998,20,39,M,98000015.0,train
98000316_2021-04-30,98000316,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.42015789473684206,19,47,M,98000015.0,train
98000317_2021-04-30,98000317,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.29215,20,27,F,98000015.0,train
98000319_2021-04-30,98000319,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7350588235294118,17,54,M,98000015.0,train
98000321_2021-04-30,98000321,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5827,20,36,M,98000015.0,train
98000322_2021-04-30,98000322,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5870526315789475,19,36,M,98000015.0,train
98000323_2021-04-30,98000323,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.44322222222222224,18,37,M,98000015.0,train
98000324_2021-04-30,98000324,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.39189999999999997,20,29,M,98000015.0,train
98000326_2021-04-30,98000326,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.32465,20,24,F,98000015.0,train
98000327_2021-04-30,98000327,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.4506315789473685,19,18,M,98000605.0,train
98000328_2021-04-30,98000328,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5954210526315789,19,26,F,98000605.0,train
98000329_2021-04-30,98000329,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.39899999999999997,20,64,F,98000605.0,train
98000330_2021-04-30,98000330,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5156666666666667,18,59,F,98000605.0,train
98000331_2021-04-30,98000331,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5879473684210528,19,31,M,98000605.0,train
98000332_2021-04-30,98000332,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.8741000000000001,20,38,M,98000605.0,train
98000333_2021-04-30,98000333,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7932499999999999,20,60,M,98000605.0,train
98000334_2021-04-30,98000334,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.82365,20,34,F,98000605.0,train
98000335_2021-04-30,98000335,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5005499999999999,20,63,M,98000605.0,train
98000337_2021-04-30,98000337,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.60465,20,22,F,98000605.0,train
98000339_2021-04-30,98000339,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.76085,20,26,F,98000605.0,train
98000340_2021-04-30,98000340,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.38784210526315793,19,55,F,98000605.0,train
98000343_2021-04-30,98000343,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7438,20,34,F,98000605.0,train
98000344_2021-04-30,98000344,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7568,20,56,M,98000605.0,train
98000345_2021-04-30,98000345,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.8437000000000001,20,42,M,98000605.0,train
98000346_2021-04-30,98000346,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.45835,20,28,F,98000605.0,train
98000347_2021-04-30,98000347,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.58775,20,32,F,98000017.0,train
98000348_2021-04-30,98000348,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.98125,20,30,M,98000017.0,train
98000349_2021-04-30,98000349,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.567,19,55,F,98000017.0,train
98000350_2021-04-30,98000350,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6064999999999999,20,31,M,98000017.0,train
98000351_2021-04-30,98000351,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6301052631578946,19,54,F,98000252.0,train
98000352_2021-04-30,98000352,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.3846000000000001,20,56,F,98000017.0,train
98000353_2021-04-30,98000353,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.8168947368421053,19,34,F,98000017.0,train
98000355_2021-04-30,98000355,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.720421052631579,19,55,F,98000017.0,train
98000356_2021-04-30,98000356,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7637999999999999,20,24,F,98000017.0,train
98000357_2021-04-30,98000357,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.621,18,49,M,98000017.0,train
98000358_2021-04-30,98000358,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.37910000000000005,20,57,M,98000017.0,train
98000359_2021-04-30,98000359,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5161,20,27,M,98000017.0,train
98000360_2021-04-30,98000360,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.47883333333333333,18,63,M,98000017.0,train
98000361_2021-04-30,98000361,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7287894736842105,19,56,M,98000017.0,train
98000362_2021-04-30,98000362,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5373684210526316,19,58,M,98000017.0,train
98000363_2021-04-30,98000363,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6462500000000001,20,39,M,98000017.0,train
98000364_2021-04-30,98000364,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5282500000000001,20,52,M,98000017.0,train
98000365_2021-04-30,98000365,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.77105,20,45,F,98000017.0,train
98000367_2021-04-30,98000367,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.8162,20,42,F,98000017.0,train
98000368_2021-04-30,98000368,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6662000000000001,20,41,F,98000018.0,train
98000370_2021-04-30,98000370,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.47170000000000006,20,33,F,98000018.0,train
98000371_2021-04-30,98000371,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.9451,20,63,M,98000018.0,train
98000373_2021-04-30,98000373,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5092777777777777,18,38,F,98000018.0,train
98000375_2021-04-30,98000375,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.4707368421052632,19,41,M,98000018.0,train
98000376_2021-04-30,98000376,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.38549999999999995,18,19,F,98000018.0,train
98000377_2021-04-30,98000377,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6429999999999999,19,46,M,98000018.0,train
98000378_2021-04-30,98000378,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6327894736842105,19,36,M,98000018.0,train
98000379_2021-04-30,98000379,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.47022222222222226,18,47,F,98000018.0,train
98000381_2021-04-30,98000381,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6595263157894736,19,34,M,98000018.0,train
98000383_2021-04-30,98000383,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5527368421052631,19,37,F,98000018.0,train
98000384_2021-04-30,98000384,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.71825,20,64,F,98000018.0,train
98000385_2021-04-30,98000385,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5358947368421053,19,42,M,98000018.0,train
98000386_2021-04-30,98000386,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5931052631578947,19,40,M,98000018.0,train
98000387_2021-04-30,98000387,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.27945,20,31,M,98000018.0,train
98000388_2021-04-30,98000388,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6866111111111111,18,62,M,98000019.0,train
98000389_2021-04-30,98000389,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5582,20,43,M,98000019.0,train
98000390_2021-04-30,98000390,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5349999999999999,20,19,M,98000019.0,train
98000391_2021-04-30,98000391,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.691157894736842,19,51,F,98000019.0,train
98000393_2021-04-30,98000393,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5328421052631579,19,53,M,98000019.0,train
98000394_2021-04-30,98000394,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5037,20,29,F,98000019.0,train
98000395_2021-04-30,98000395,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7311500000000001,20,36,F,98000019.0,train
98000396_2021-04-30,98000396,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5346,20,30,F,98000019.0,train
98000397_2021-04-30,98000397,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.55095,20,37,F,98000019.0,train
98000398_2021-04-30,98000398,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7089473684210527,19,24,F,98000019.0,train
98000400_2021-04-30,98000400,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.4138421052631579,19,53,M,98000019.0,train
98000401_2021-04-30,98000401,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.45994736842105266,19,63,M,98000019.0,train
98000402_2021-04-30,98000402,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5163,20,41,F,98000019.0,train
98000403_2021-04-30,98000403,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.8712,20,53,M,98000019.0,train
98000404_2021-04-30,98000404,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.3233684210526316,19,44,M,98000019.0,train
98000405_2021-04-30,98000405,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.67445,20,48,M,98000019.0,train
98000407_2021-04-30,98000407,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7021578947368421,19,47,M,98000019.0,train
98000408_2021-04-30,98000408,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7572500000000002,20,41,F,98000593.0,train
98000409_2021-04-30,98000409,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.66665,20,18,M,98000593.0,train
98000410_2021-04-30,98000410,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7777368421052632,19,41,F,98000593.0,train
98000411_2021-04-30,98000411,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5746842105263158,19,51,F,98000593.0,train
98000412_2021-04-30,98000412,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.697842105263158,19,42,M,98000593.0,train
98000413_2021-04-30,98000413,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6376842105263159,19,23,F,98000593.0,train
98000414_2021-04-30,98000414,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.4039473684210526,19,50,F,98000593.0,train
98000418_2021-04-30,98000418,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6330500000000001,20,22,M,98000593.0,train
98000419_2021-04-30,98000419,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.86435,20,41,F,98000593.0,train
98000420_2021-04-30,98000420,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.4613499999999999,20,25,M,98000593.0,train
98000421_2021-04-30,98000421,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.67325,20,55,F,98000593.0,train
98000423_2021-04-30,98000423,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.46159999999999995,20,63,M,98000593.0,train
98000425_2021-04-30,98000425,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.9158421052631579,19,34,F,98000593.0,train
98000426_2021-04-30,98000426,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7675789473684211,19,38,M,98000593.0,train
98000427_2021-04-30,98000427,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.8134499999999999,20,49,M,98000593.0,train
98000428_2021-04-30,98000428,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.48378947368421055,19,37,F,98000021.0,train
98000429_2021-04-30,98000429,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.429,21,21,M,98000021.0,train
98000430_2021-04-30,98000430,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7577894736842105,19,41,F,98000021.0,train
98000431_2021-04-30,98000431,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6920526315789473,19,48,M,98000021.0,train
98000432_2021-04-30,98000432,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7516842105263158,19,34,M,98000021.0,train
98000433_2021-04-30,98000433,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.32163157894736844,19,64,F,98000021.0,train
98000434_2021-04-30,98000434,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6114499999999999,20,28,F,98000021.0,train
98000435_2021-04-30,98000435,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.48150000000000004,20,32,M,98000021.0,train
98000436_2021-04-30,98000436,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5638947368421053,19,61,M,98000021.0,train
98000437_2021-04-30,98000437,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5404444444444444,18,28,M,98000021.0,train
98000438_2021-04-30,98000438,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.69675,20,34,F,98000021.0,train
98000439_2021-04-30,98000439,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.519578947368421,19,46,F,98000021.0,train
98000441_2021-04-30,98000441,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5121,20,65,F,98000021.0,train
98000443_2021-04-30,98000443,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5335500000000001,20,23,M,98000252.0,train
98000444_2021-04-30,98000444,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6666315789473685,19,47,M,98000021.0,train
98000445_2021-04-30,98000445,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.3437222222222222,18,57,F,98000021.0,train
98000446_2021-04-30,98000446,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.50295,20,25,M,98000021.0,train
98000447_2021-04-30,98000447,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6712105263157894,19,43,M,98000021.0,train
98000448_2021-04-30,98000448,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5463999999999999,20,19,F,98000021.0,train
98000449_2021-04-30,98000449,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6274210526315789,19,64,M,98000022.0,train
98000450_2021-04-30,98000450,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.4032,20,27,F,98000022.0,train
98000451_2021-04-30,98000451,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5133,20,65,M,98000022.0,train
98000452_2021-04-30,98000452,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.8051578947368421,19,42,F,98000022.0,train
98000453_2021-04-30,98000453,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.8297777777777778,18,53,M,98000022.0,train
98000456_2021-04-30,98000456,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.44842105263157894,19,20,M,98000022.0,train
98000457_2021-04-30,98000457,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.9673999999999999,20,46,M,98000022.0,train
98000458_2021-04-30,98000458,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.9383000000000001,20,44,F,98000022.0,train
98000460_2021-04-30,98000460,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7657499999999999,20,60,F,98000022.0,train
98000461_2021-04-30,98000461,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5764736842105264,19,53,F,98000022.0,train
98000463_2021-04-30,98000463,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.9062105263157895,19,55,F,98000022.0,train
98000465_2021-04-30,98000465,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.9696842105263159,19,47,M,98000022.0,train
98000466_2021-04-30,98000466,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7717058823529412,17,42,F,98000022.0,train
98000467_2021-04-30,98000467,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.8481500000000001,20,58,F,98000022.0,train
98000468_2021-04-30,98000468,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.48439999999999994,20,33,F,98000022.0,train
98000469_2021-04-30,98000469,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7399500000000001,20,36,F,98000023.0,train
98000470_2021-04-30,98000470,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5013499999999999,20,21,F,98000023.0,train
98000471_2021-04-30,98000471,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5200499999999999,20,55,M,98000023.0,train
98000472_2021-04-30,98000472,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6098999999999999,20,23,F,98000023.0,train
98000473_2021-04-30,98000473,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7902999999999999,20,24,M,98000023.0,train
98000474_2021-04-30,98000474,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.4876666666666666,18,54,M,98000023.0,train
98000475_2021-04-30,98000475,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5989473684210525,19,49,F,98000023.0,train
98000476_2021-04-30,98000476,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7632,20,29,F,98000023.0,train
98000477_2021-04-30,98000477,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.8164210526315789,19,45,F,98000023.0,train
98000478_2021-04-30,98000478,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.9198947368421052,19,39,F,98000023.0,train
98000479_2021-04-30,98000479,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.38931578947368417,19,23,M,98000023.0,train
98000480_2021-04-30,98000480,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6906842105263158,19,30,F,98000023.0,train
98000481_2021-04-30,98000481,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6534117647058822,17,28,M,98000023.0,train
98000483_2021-04-30,98000483,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.592421052631579,19,36,F,98000023.0,train
98000484_2021-04-30,98000484,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.772157894736842,19,55,F,98000023.0,train
98000485_2021-04-30,98000485,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5439999999999999,20,47,M,98000023.0,train
98000486_2021-04-30,98000486,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.4608571428571429,21,20,F,98000023.0,train
98000487_2021-04-30,98000487,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.74755,20,60,M,98000023.0,train
98000488_2021-04-30,98000488,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6256842105263157,19,59,M,98000023.0,train
98000489_2021-04-30,98000489,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7574,20,62,M,98000024.0,train
98000490_2021-04-30,98000490,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6348947368421053,19,60,F,98000024.0,train
98000491_2021-04-30,98000491,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7332631578947368,19,38,M,98000024.0,train
98000492_2021-04-30,98000492,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5326000000000001,20,29,M,98000024.0,train
98000493_2021-04-30,98000493,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.764,19,52,F,98000024.0,train
98000494_2021-04-30,98000494,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5352,20,45,M,98000024.0,train
98000495_2021-04-30,98000495,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.9121500000000001,20,45,F,98000024.0,train
98000496_2021-04-30,98000496,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5341666666666667,18,65,F,98000024.0,train
98000497_2021-04-30,98000497,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.36495,20,21,F,98000024.0,train
98000498_2021-04-30,98000498,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.28072222222222226,18,22,M,98000024.0,train
98000499_2021-04-30,98000499,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5548,20,20,M,98000024.0,train
98000500_2021-04-30,98000500,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5264,20,59,F,98000024.0,train
98000501_2021-04-30,98000501,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.43420000000000003,20,22,F,98000024.0,train
98000502_2021-04-30,98000502,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7873999999999999,20,50,M,98000024.0,train
98000503_2021-04-30,98000503,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5926315789473684,19,32,F,98000024.0,train
98000505_2021-04-30,98000505,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.4368,20,24,M,98000024.0,train
98000506_2021-04-30,98000506,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7247222222222223,18,59,F,98000024.0,train
98000508_2021-04-30,98000508,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5657500000000001,20,44,F,98000024.0,train
98000509_2021-04-30,98000509,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7082777777777777,18,36,F,98000006.0,train
98000511_2021-04-30,98000511,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6871578947368421,19,50,M,98000010.0,train
98000512_2021-04-30,98000512,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7236999999999998,20,60,M,98000010.0,train
98000513_2021-04-30,98000513,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5733499999999999,20,46,M,98000008.0,train
98000514_2021-04-30,98000514,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6085263157894737,19,44,M,98000009.0,train
98000515_2021-04-30,98000515,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.9078999999999999,20,49,M,98000011.0,train
98000517_2021-04-30,98000517,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6102105263157895,19,43,M,98000018.0,train
98000518_2021-04-30,98000518,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.8186,20,44,F,98000022.0,train
98000519_2021-04-30,98000519,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6711666666666667,18,63,M,98000001.0,train
98000520_2021-04-30,98000520,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.4900555555555555,18,39,M,98000002.0,train
98000521_2021-04-30,98000521,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.8747894736842105,19,52,F,98000002.0,train
98000522_2021-04-30,98000522,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5648,20,46,F,98000004.0,train
98000523_2021-04-30,98000523,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.49054999999999993,20,35,F,98000005.0,train
98000524_2021-04-30,98000524,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.6070499999999999,20,38,F,98000013.0,train
98000527_2021-04-30,98000527,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.40449999999999997,18,57,F,98000593.0,train
98000529_2021-04-30,98000529,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.4977999999999999,20,56,F,98000004.0,train
98000530_2021-04-30,98000530,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.5841499999999998,20,31,M,98000004.0,train
98000532_2021-04-30,98000532,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.7254736842105265,19,25,F,98000006.0,train
98000533_2021-04-30,98000533,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.9963157894736842,19,53,F,98000007.0,train
98000535_2021-04-30,98000535,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.55495,20,18,M,98000010.0,train
98000536_2021-04-30,98000536,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.48257894736842116,19,29,F,98000015.0,train
98000537_2021-04-30,98000537,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.619,19,51,F,98000021.0,train
98000538_2021-04-30,98000538,2021-04-30,2021-04-01,2021-04-30,2021-05-01,2021-05-30,0.4361052631578947,19,38,F,98000003.0,train
